cgpa,internships,projects,certifications,hackathons,aptitude_score,communication_score,branch,degree,skills,resume_text,placed
8.18,0,6,1,0,57.1,69.6,IT,MCA,"data cleaning, docker, excel, fastapi, machine learning, nlp, python, scikit-learn","Built projects using data cleaning, docker, excel, fastapi, machine learning, nlp. Completed 6 projects, 0 internships, and worked on model evaluation.",1
8.25,0,2,2,2,71.1,61.6,EEE,B.Sc,"docker, excel, feature engineering, git, machine learning, model deployment, nlp, numpy, opencv, pandas, statistics, tableau, xgboost","Built projects using docker, excel, feature engineering, git, machine learning, model deployment. Completed 2 projects, 0 internships, and worked on model evaluation.",1
7.66,0,0,4,2,65.2,82.9,EEE,B.Sc,"cloud, data cleaning, docker, java, machine learning, model deployment, nlp, pandas, sql","Built projects using cloud, data cleaning, docker, java, machine learning, model deployment. Completed 0 projects, 0 internships, and worked on model evaluation.",0
8.37,2,3,2,1,56.2,92.2,CSE,MCA,"cloud, data cleaning, docker, feature engineering, git, linux, pandas, power bi, sql, tableau, xgboost","Built projects using cloud, data cleaning, docker, feature engineering, git, linux. Completed 3 projects, 2 internships, and worked on model evaluation.",1
7.72,2,5,2,1,65.9,37.6,CSE,B.Tech,"data cleaning, java, linux, model deployment, numpy","Built projects using data cleaning, java, linux, model deployment, numpy. Completed 5 projects, 2 internships, and worked on model evaluation.",1
6.55,0,4,2,0,38.5,55.9,IT,B.Tech,"docker, fastapi, feature engineering, power bi, sql, statistics, tableau, xgboost","Built projects using docker, fastapi, feature engineering, power bi, sql, statistics. Completed 4 projects, 0 internships, and worked on model evaluation.",0
8.13,0,1,3,0,64.9,74.3,IT,MCA,"docker, java, machine learning, model deployment, pandas, streamlit, xgboost","Built projects using docker, java, machine learning, model deployment, pandas, streamlit. Completed 1 projects, 0 internships, and worked on model evaluation.",0
7.22,1,4,2,1,56.2,70.6,IT,BCA,"deep learning, sql","Built projects using deep learning, sql. Completed 4 projects, 1 internships, and worked on model evaluation.",0
5.83,0,2,1,1,95.0,81.7,CSE,B.Sc,"linux, model deployment, pandas, python, statistics, tableau","Built projects using linux, model deployment, pandas, python, statistics, tableau. Completed 2 projects, 0 internships, and worked on model evaluation.",1
4.98,1,2,2,3,70.7,57.7,ME,B.Sc,"cloud, data cleaning, docker, excel, git, linux, machine learning, numpy, power bi, streamlit, tableau","Built projects using cloud, data cleaning, docker, excel, git, linux. Completed 2 projects, 1 internships, and worked on model evaluation.",1
6.73,1,2,3,1,68.8,59.6,IT,B.Tech,"deep learning, excel, model deployment, python, tableau","Built projects using deep learning, excel, model deployment, python, tableau. Completed 2 projects, 1 internships, and worked on model evaluation.",0
8.51,2,1,6,2,68.5,61.1,CSE,B.Sc,"cloud, linux","Built projects using cloud, linux. Completed 1 projects, 2 internships, and worked on model evaluation.",1
8.21,2,5,0,1,53.5,48.4,IT,M.Tech,"git, model deployment, nlp, power bi, streamlit, xgboost","Built projects using git, model deployment, nlp, power bi, streamlit, xgboost. Completed 5 projects, 2 internships, and worked on model evaluation.",0
8.72,1,4,4,1,74.3,61.5,EEE,B.Tech,"linux, power bi, scikit-learn, sql, tableau","Built projects using linux, power bi, scikit-learn, sql, tableau. Completed 4 projects, 1 internships, and worked on model evaluation.",1
6.3,1,6,5,0,74.8,45.1,Civil,MCA,"cloud, data cleaning, docker, fastapi, machine learning, model deployment, nlp, python, sql, streamlit, tableau, xgboost","Built projects using cloud, data cleaning, docker, fastapi, machine learning, model deployment. Completed 6 projects, 1 internships, and worked on model evaluation.",0
5.02,2,1,3,0,85.4,53.1,ECE,B.Sc,"feature engineering, java, nlp, numpy, scikit-learn, xgboost","Built projects using feature engineering, java, nlp, numpy, scikit-learn, xgboost. Completed 1 projects, 2 internships, and worked on model evaluation.",0
7.52,1,4,2,1,37.8,62.0,EEE,B.Sc,"fastapi, git, machine learning, model deployment, nlp, pandas, python, statistics, xgboost","Built projects using fastapi, git, machine learning, model deployment, nlp, pandas. Completed 4 projects, 1 internships, and worked on model evaluation.",0
5.47,0,1,0,2,45.9,63.4,IT,B.Tech,"fastapi, linux, sql","Built projects using fastapi, linux, sql. Completed 1 projects, 0 internships, and worked on model evaluation.",0
7.01,1,4,3,4,75.3,60.7,IT,B.Tech,"excel, fastapi, git, opencv, pandas, power bi, python, scikit-learn, sql, statistics","Built projects using excel, fastapi, git, opencv, pandas, power bi. Completed 4 projects, 1 internships, and worked on model evaluation.",1
7.4,1,2,1,1,87.2,88.4,EEE,M.Tech,"java, pandas, power bi, xgboost","Built projects using java, pandas, power bi, xgboost. Completed 2 projects, 1 internships, and worked on model evaluation.",1
7.28,1,3,2,0,73.1,70.9,AI&DS,M.Tech,"cloud, excel, tableau, xgboost","Built projects using cloud, excel, tableau, xgboost. Completed 3 projects, 1 internships, and worked on model evaluation.",1
7.99,1,3,4,2,71.8,75.0,ME,B.Sc,"data cleaning, excel, java, linux, model deployment, numpy, opencv, pandas, scikit-learn, streamlit, xgboost","Built projects using data cleaning, excel, java, linux, model deployment, numpy. Completed 3 projects, 1 internships, and worked on model evaluation.",1
6.05,6,0,0,2,61.8,70.1,EEE,B.Sc,"cloud, docker, machine learning, opencv, power bi, statistics","Built projects using cloud, docker, machine learning, opencv, power bi, statistics. Completed 0 projects, 6 internships, and worked on model evaluation.",0
9.48,0,2,0,0,84.6,46.9,CSE,B.Tech,"cloud, deep learning, fastapi, feature engineering, linux, opencv, pandas, power bi, statistics","Built projects using cloud, deep learning, fastapi, feature engineering, linux, opencv. Completed 2 projects, 0 internships, and worked on model evaluation.",1
7.0,0,4,1,2,71.4,36.5,Civil,BCA,"cloud, excel, git, pandas, python, scikit-learn, statistics, streamlit","Built projects using cloud, excel, git, pandas, python, scikit-learn. Completed 4 projects, 0 internships, and worked on model evaluation.",0
7.5,1,0,1,1,58.7,62.7,IT,BCA,"deep learning, nlp, numpy, power bi, tableau","Built projects using deep learning, nlp, numpy, power bi, tableau. Completed 0 projects, 1 internships, and worked on model evaluation.",0
6.05,1,4,3,1,58.6,73.3,IT,M.Tech,"data cleaning, docker, excel, fastapi, tableau","Built projects using data cleaning, docker, excel, fastapi, tableau. Completed 4 projects, 1 internships, and worked on model evaluation.",0
8.71,0,1,2,1,46.0,47.6,ECE,M.Tech,"deep learning, fastapi, git, java, machine learning, power bi, python","Built projects using deep learning, fastapi, git, java, machine learning, power bi. Completed 1 projects, 0 internships, and worked on model evaluation.",0
6.32,1,2,4,1,71.2,72.6,EEE,BCA,"cloud, deep learning, docker, git, java, model deployment, numpy, scikit-learn, statistics, streamlit, tableau","Built projects using cloud, deep learning, docker, git, java, model deployment. Completed 2 projects, 1 internships, and worked on model evaluation.",1
7.7,1,1,3,1,77.2,75.3,ECE,MCA,"cloud, data cleaning, java, numpy","Built projects using cloud, data cleaning, java, numpy. Completed 1 projects, 1 internships, and worked on model evaluation.",0
7.42,2,4,1,0,43.1,31.2,CSE,BCA,"java, machine learning, numpy","Built projects using java, machine learning, numpy. Completed 4 projects, 2 internships, and worked on model evaluation.",0
7.15,2,4,0,1,56.7,51.2,ECE,M.Tech,"data cleaning, deep learning, excel, git, nlp, sql, statistics","Built projects using data cleaning, deep learning, excel, git, nlp, sql. Completed 4 projects, 2 internships, and worked on model evaluation.",0
8.98,1,2,3,2,58.7,93.1,ME,M.Tech,"excel, java, model deployment, pandas, streamlit, tableau","Built projects using excel, java, model deployment, pandas, streamlit, tableau. Completed 2 projects, 1 internships, and worked on model evaluation.",0
6.85,0,0,1,2,73.1,54.6,ECE,BCA,"data cleaning, git, java, nlp, power bi","Built projects using data cleaning, git, java, nlp, power bi. Completed 0 projects, 0 internships, and worked on model evaluation.",0
7.11,2,5,2,0,57.5,79.0,AI&DS,B.Sc,"data cleaning, docker, excel, git, java, linux, python, sql, xgboost","Built projects using data cleaning, docker, excel, git, java, linux. Completed 5 projects, 2 internships, and worked on model evaluation.",0
6.5,2,3,1,0,48.4,60.8,IT,MCA,"linux, power bi, scikit-learn","Built projects using linux, power bi, scikit-learn. Completed 3 projects, 2 internships, and worked on model evaluation.",0
8.59,3,5,2,0,72.3,63.3,AI&DS,M.Tech,"data cleaning, git, nlp, power bi, scikit-learn, tableau","Built projects using data cleaning, git, nlp, power bi, scikit-learn, tableau. Completed 5 projects, 3 internships, and worked on model evaluation.",1
7.92,1,4,4,1,76.4,39.3,CSE,BCA,"feature engineering, linux, nlp, pandas, power bi, statistics","Built projects using feature engineering, linux, nlp, pandas, power bi, statistics. Completed 4 projects, 1 internships, and worked on model evaluation.",0
7.35,0,1,2,1,61.5,72.7,ME,MCA,"cloud, excel, fastapi, model deployment, nlp, pandas, power bi, sql","Built projects using cloud, excel, fastapi, model deployment, nlp, pandas. Completed 1 projects, 0 internships, and worked on model evaluation.",1
7.87,2,5,2,1,66.6,82.6,ECE,MCA,"fastapi, feature engineering, machine learning, model deployment, nlp, opencv, pandas, python, statistics, tableau","Built projects using fastapi, feature engineering, machine learning, model deployment, nlp, opencv. Completed 5 projects, 2 internships, and worked on model evaluation.",1
9.04,2,4,0,0,52.6,66.0,CSE,B.Tech,"feature engineering, linux, sql, statistics, streamlit","Built projects using feature engineering, linux, sql, statistics, streamlit. Completed 4 projects, 2 internships, and worked on model evaluation.",1
7.78,2,3,6,2,66.8,42.3,EEE,BCA,"docker, excel, fastapi, model deployment, power bi, scikit-learn, sql","Built projects using docker, excel, fastapi, model deployment, power bi, scikit-learn. Completed 3 projects, 2 internships, and worked on model evaluation.",1
5.77,0,4,6,0,77.7,73.2,ECE,M.Tech,"java, linux","Built projects using java, linux. Completed 4 projects, 0 internships, and worked on model evaluation.",0
6.83,3,3,2,0,60.5,57.8,CSE,BCA,"cloud, deep learning, model deployment, statistics","Built projects using cloud, deep learning, model deployment, statistics. Completed 3 projects, 3 internships, and worked on model evaluation.",0
8.09,1,2,1,3,69.8,67.8,ECE,MCA,"data cleaning, deep learning, excel, nlp, power bi, scikit-learn, xgboost","Built projects using data cleaning, deep learning, excel, nlp, power bi, scikit-learn. Completed 2 projects, 1 internships, and worked on model evaluation.",0
8.0,1,4,2,1,82.5,67.5,EEE,BCA,"docker, java, machine learning, sql, streamlit, tableau","Built projects using docker, java, machine learning, sql, streamlit, tableau. Completed 4 projects, 1 internships, and worked on model evaluation.",0
7.91,0,5,2,1,66.6,56.4,CSE,BCA,"cloud, machine learning, pandas, power bi, python, sql, xgboost","Built projects using cloud, machine learning, pandas, power bi, python, sql. Completed 5 projects, 0 internships, and worked on model evaluation.",0
8.27,3,1,1,2,45.4,61.1,ECE,M.Tech,"cloud, deep learning, excel, fastapi, feature engineering, linux, nlp, sql, streamlit","Built projects using cloud, deep learning, excel, fastapi, feature engineering, linux. Completed 1 projects, 3 internships, and worked on model evaluation.",1
7.08,2,3,1,0,65.2,77.6,IT,B.Sc,"opencv, tableau","Built projects using opencv, tableau. Completed 3 projects, 2 internships, and worked on model evaluation.",1
7.79,1,8,2,0,56.3,70.0,IT,B.Sc,"cloud, fastapi, feature engineering, java, model deployment, scikit-learn, statistics, xgboost","Built projects using cloud, fastapi, feature engineering, java, model deployment, scikit-learn. Completed 8 projects, 1 internships, and worked on model evaluation.",0
8.36,3,5,1,1,53.0,58.3,CSE,M.Tech,"git, model deployment, nlp, pandas, python, xgboost","Built projects using git, model deployment, nlp, pandas, python, xgboost. Completed 5 projects, 3 internships, and worked on model evaluation.",1
6.96,1,2,4,0,88.8,61.1,AI&DS,B.Sc,"cloud, deep learning, linux, nlp, numpy, opencv, streamlit, tableau, xgboost","Built projects using cloud, deep learning, linux, nlp, numpy, opencv. Completed 2 projects, 1 internships, and worked on model evaluation.",0
7.42,0,2,0,1,45.7,78.5,CSE,MCA,"deep learning, feature engineering, nlp","Built projects using deep learning, feature engineering, nlp. Completed 2 projects, 0 internships, and worked on model evaluation.",0
8.21,1,4,2,2,73.3,60.7,Civil,M.Tech,"feature engineering, git, linux, nlp, pandas, power bi, python, scikit-learn, streamlit, tableau","Built projects using feature engineering, git, linux, nlp, pandas, power bi. Completed 4 projects, 1 internships, and worked on model evaluation.",1
7.02,1,4,2,2,72.2,78.6,Civil,M.Tech,"cloud, docker, fastapi, nlp, python, statistics, streamlit, tableau, xgboost","Built projects using cloud, docker, fastapi, nlp, python, statistics. Completed 4 projects, 1 internships, and worked on model evaluation.",0
5.44,1,2,2,2,71.8,55.9,EEE,MCA,"cloud, docker, git, nlp, power bi, statistics, streamlit","Built projects using cloud, docker, git, nlp, power bi, statistics. Completed 2 projects, 1 internships, and worked on model evaluation.",1
8.04,0,2,4,0,54.3,59.3,CSE,M.Tech,"cloud, data cleaning, docker, machine learning, nlp, opencv, power bi, sql, statistics, streamlit","Built projects using cloud, data cleaning, docker, machine learning, nlp, opencv. Completed 2 projects, 0 internships, and worked on model evaluation.",1
9.75,0,2,4,2,71.8,76.9,EEE,B.Tech,"feature engineering, model deployment, numpy, opencv, sql, statistics, tableau","Built projects using feature engineering, model deployment, numpy, opencv, sql, statistics. Completed 2 projects, 0 internships, and worked on model evaluation.",1
6.57,0,3,2,0,91.7,85.3,Civil,B.Sc,"java, opencv, pandas","Built projects using java, opencv, pandas. Completed 3 projects, 0 internships, and worked on model evaluation.",0
